"receita";"uniorcam";"orcado";"arrecadado";"recurso_vinculado";"especificacao";"tipo_nivel";"nivel";"caracteristica_peculiar_receita";"previsao_atualizada";"complemento_recurso_vinculado";"exercicio_base"
"00000171899000000000";"0201";0;420250,83;0;"Outras Transferencias da Uniao";"S";5;0;0;NA;2019
"00000171899100000000";"0201";0;420250,83;0;"Outras Transferencias da Uniao";"S";6;0;0;NA;2019
"00000171899110000000";"0201";0;420250,83;0;"Outras Transferencias da Uniao - Principal";"S";6;0;0;NA;2019
"00000171899110100000";"0201";0;420250,83;1008;"CESSAO ONEROSA - PRE-SAL - LEI N. 13885/2019";"A";7;0;0;NA;2019
"00000172000000000000";"0201";9637829,07;10414290,25;0;"Transferencias dos Estados e do Distrito Federal e de suas Entidades";"S";3;0;10357958,84;NA;2019
"00000172800000000000";"0201";9637829,07;10414290,25;0;"Transferencias dos Estados - Especificas de Estados, DF e Municipios";"S";4;0;10357958,84;NA;2019
"00000172801000000000";"0201";8977382,11;9721483,41;0;"Participacao na Receita dos Estados";"S";5;0;9571382,11;NA;2019
"00000172801100000000";"0201";8237373,17;8949037,97;0;"Cota-Parte do ICMS";"S";6;0;8831373,17;NA;2019
"00000172801110000000";"0201";8237373,17;8949037,97;0;"Cota-Parte do ICMS - Principal";"S";6;0;8831373,17;NA;2019
"00000172801110100000";"0201";4942423,9;5369422,77;1;"Cota-Parte do ICMS - Principal  - PROPRIO";"A";7;0;5536423,9;NA;2019
"00000172801110200000";"0201";411868,66;447451,89;20;"Cota-Parte do ICMS - Principal  - MDE";"A";7;0;411868,66;NA;2019
"00000172801110300000";"0201";1235605,98;1342355,67;40;"Cota-Parte do ICMS - Principal - ASPS";"A";7;0;1235605,98;NA;2019
"00000172801110400000";"0201";1647474,63;1789807,64;31;"Cota-Parte do ICMS - Principal  - FUNDEB";"A";7;0;1647474,63;NA;2019
"00000172801200000000";"0201";604119,39;630569,58;0;"Cota-Parte do IPVA";"S";6;0;604119,39;NA;2019
"00000172801210000000";"0201";604119,39;630569,58;0;"Cota-Parte do IPVA - Principal";"S";6;0;604119,39;NA;2019
"00000172801210100000";"0201";362471,63;378341,45;1;"Cota-Parte do IPVA - Principal  - PROPRIO";"A";7;0;362471,63;NA;2019
"00000172801210200000";"0201";30205,97;31528,52;20;"Cota-Parte do IPVA - Principal  - MDE";"A";7;0;30205,97;NA;2019
"00000172801210300000";"0201";90617,91;94585,48;40;"Cota-Parte do IPVA - Principal  - ASPS";"A";7;0;90617,91;NA;2019
"00000172801210400000";"0201";120823,88;126114,13;31;"Cota-Parte do IPVA - Principal  - FUNDEB";"A";7;0;120823,88;NA;2019
"00000172801300000000";"0201";126574,99;132574,81;0;"Cota-Parte do IPI - Municipios";"S";6;0;126574,99;NA;2019
"00000172801310000000";"0201";126574,99;132574,81;0;"Cota-Parte do IPI - Municipios - Principal";"S";6;0;126574,99;NA;2019
"00000172801310100000";"0201";75944,99;79544,79;1;"Cota-Parte do IPI - Municipios - Principal  - PROPRIO";"A";7;0;75944,99;NA;2019
"00000172801310200000";"0201";6328,75;6628,77;20;"Cota-Parte do IPI - Municipios - Principal  - MDE";"A";7;0;6328,75;NA;2019
"00000172801310300000";"0201";18986,25;19886,25;40;"Cota-Parte do IPI - Municipios - Principal  - ASPS";"A";7;0;18986,25;NA;2019
"00000172801310400000";"0201";25315;26515;31;"Cota-Parte do IPI - Municipios - Principal  - FUNDEB";"A";7;0;25315;NA;2019
"00000172801400000000";"0201";9314,56;9301,05;0;"Cota-Parte da Contribuicao de Intervencao no Dominio Economico";"S";6;0;9314,56;NA;2019
"00000172801410000000";"0201";9314,56;9301,05;1018;"Cota-Parte da Contribuicao de Intervencao no Dominio Economico - Principal";"A";6;0;9314,56;NA;2019
"00000172803000000000";"0201";353382,3;333939,01;0;"Transferencia de Recursos do Estado para Programas de Saude – Repasse Fundo a Fundo";"S";5;0;429407,14;NA;2019
"00000172803100000000";"0201";353382,3;333939,01;0;"Transferencia de Recursos do Estado para Programas de Saude – Repasse Fundo a Fundo";"S";6;0;429407,14;NA;2019
"00000172803110000000";"0201";353382,3;333939,01;0;"Transferencia de Recursos do Estado para Programas de Saude – Repasse Fundo a Fundo - Principal";"S";6;0;429407,14;NA;2019
"00000172803110100000";"0201";117244,95;130714,97;4011;"PIES FE";"A";7;0;148584,93;NA;2019
"00000172803110200000";"0201";180000;111000;4090;"PSF Estadual";"A";7;0;180000;NA;2019
"00000172803110300000";"0201";14931,15;0;4090;"PACS Estadual";"A";7;0;14931,15;NA;2019
"00000172803110400000";"0201";13206,2;15187,13;4050;"Farmacia Basica Estadual";"A";7;0;13206,2;NA;2019
"00000172803110500000";"0201";28000;20000;4160;"PIM";"A";7;0;28000;NA;2019
"00000172803110600000";"0201";0;4000;4190;"DENGUE VERAO 2018-2019 VIG EPID RES CIBRS 517/2018 RV4190";"A";7;0;4000;NA;2019
"00000172803110700000";"0201";0;50190;4050;"FARMACIA BASICA - DISTRIBUICAO DE FRALDAS RV4050";"A";7;0;40684,86;NA;2019
"00000172803110800000";"0201";0;2846,91;4300;"NOTA FISCAL GAUCHA PROGRAMA SOLIDARIEDADE RV4300";"A";7;0;0;NA;2019
"00000172810000000000";"0201";306986,2;358684,44;0;"Transferencia de Convenios dos Estados e do Distrito Federal e de Suas Entidades";"S";5;0;356986,2;NA;2019
"00000172810200000000";"0201";299019,14;350717,38;0;"Transferencias de Convenio dos Estados Destinadas a Programas de Educacao";"S";6;0;349019,14;NA;2019
"00000172810210000000";"0201";299019,14;350717,38;0;"Transferencias de Convenio dos Estados Destinadas a Programas de Educacao - Principal";"S";6;0;349019,14;NA;2019
"00000172810210100000";"0201";299019,14;350717,38;0;"Transferencias de Convenios para o Transporte Escolar - Principal";"S";7;0;349019,14;NA;2019
"00000172810210101000";"0201";299019,14;350717,38;1017;"PEATE RS";"A";8;0;349019,14;NA;2019
"00000172810900000000";"0201";7967,06;7967,06;0;"Outras Transferencias de Convenio dos Estados";"S";6;0;7967,06;NA;2019
"00000172810910000000";"0201";7967,06;7967,06;0;"Outras Transferencias de Convenio dos Estados - Principal";"S";6;0;7967,06;NA;2019
"00000172810910700000";"0201";7967,06;7967,06;1103;"Programa OASF - Orientacao e Apoio Socio-familiar - Principal";"A";7;0;7967,06;NA;2019
"00000172899000000000";"0201";78,46;183,39;0;"Outras Transferencias dos Estados";"S";5;0;183,39;NA;2019
"00000172899100000000";"0201";78,46;183,39;0;"Outras Transferencias dos Estados";"S";6;0;183,39;NA;2019
"00000172899110000000";"0201";78,46;183,39;0;"Outras Transferencias dos Estados - Principal";"S";6;0;183,39;NA;2019
"00000172899110100000";"0201";78,46;183,39;1114;"Cota-parte das Multas de Transito - Principal";"A";7;0;183,39;NA;2019
"00000174000000000000";"0201";0;23914,79;0;"Transferencias de Instituicoes Privadas";"S";3;0;4833,31;NA;2019
"00000174000100000000";"0201";0;15914,79;0;"Transferencias de Instituicoes Privadas";"S";6;0;4833,31;NA;2019
"00000174000110000000";"0201";0;15914,79;0;"Transferencias de Instituicoes Privadas - Principal";"S";6;0;4833,31;NA;2019
"00000174000110100000";"0201";0;15914,79;1050;"Doacoes em Beneficio de Criancas e Adolescentes - PJ - Principal";"A";7;0;4833,31;NA;2019
"00000174800000000000";"0201";0;8000;0;"Transferencias de Instituicoes Privadas - Especificas de Estados, DF e Municipios";"S";4;0;0;NA;2019
"00000174810000000000";"0201";0;8000;0;"Outras Transferencia de Instituicoes Privadas para EST/DF/MUN - Nao Especificadas Anteriormente";"S";5;0;0;NA;2019
"00000174810100000000";"0201";0;8000;0;"Outras Transferencia de Instituicoes Privadas para EST/DF/MUN - Nao Especificadas Anteriormente";"S";6;0;0;NA;2019
"00000174810110000000";"0201";0;8000;0;"Outras Transferencia de Instituicoes Privadas para EST/DF/MUN - Nao Especificadas Anteriormente - Principal";"S";6;0;0;NA;2019
"00000174810110100000";"0201";0;8000;1;"DOACAO CPM ESCOLA LAR DA CRIANCA 07.885.880/0001-70";"A";7;0;0;NA;2019
"00000175000000000000";"0201";2652772,32;2834719,68;0;"Transferencias de Outras Instituicoes Publicas";"S";3;0;2772772,32;NA;2019
"00000175800000000000";"0201";2652772,32;2834719,68;0;"Transferencias de Outras Instituicoes Publicas - Especificas de Estados, DF e Municipios";"S";4;0;2772772,32;NA;2019
"00000175801000000000";"0201";2652772,32;2834496,29;0;"Transferencias de Recursos do Fundo de Manutencao e Desenvolvimento da Educacao Basica e de Valorizacao dos Profissionais da Educacao – FUND";"S";5;0;2772772,32;NA;2019
"00000175801100000000";"0201";2652772,32;2834496,29;0;"Transferencias de Recursos do Fundo de Manutencao e Desenvolvimento da Educacao Basica e de Valorizacao dos Profissionais da Educacao – FUND";"S";6;0;2772772,32;NA;2019
"00000175801110000000";"0201";2652772,32;2834496,29;31;"Transferencias de Recursos do Fundo de Manutencao e Desenvolvimento da Educacao Basica e de Valorizacao dos Profissionais da Educacao – FUND";"A";6;0;2772772,32;NA;2019
"00000175899000000000";"0201";0;223,39;0;"Outras Transferencias Multigovernamentais";"S";5;0;0;NA;2019
"00000175899100000000";"0201";0;223,39;0;"Outras Transferencias Multigovernamentais";"S";6;0;0;NA;2019
"00000175899110000000";"0201";0;223,39;0;"Outras Transferencias Multigovernamentais - Principal";"S";6;0;0;NA;2019
"00000175899110100000";"0201";0;223,39;1;"IRRF PELO COFRON RATEADO AOS MUNICIPIOS PARTICIPES";"A";7;0;0;NA;2019
"00000190000000000000";"0201";591790,23;181089,23;0;"Outras Receitas Correntes";"S";2;0;591790,23;NA;2019
"00000192000000000000";"0201";55207,2;122043,22;0;"Indenizacoes, Restituicoes e Ressarcimentos";"S";3;0;55207,2;NA;2019
"00000192800000000000";"0201";55207,2;122043,22;0;"Indenizacoes, Restituicoes e Ressarcimentos - Especificas para Estados/DF/Municipios";"S";4;0;55207,2;NA;2019
"00000192801000000000";"0201";33203;45444,88;0;"Indenizacoes- Especificas para Estados/DF/Municipios";"S";5;0;33203;NA;2019
"00000192801100000000";"0201";33203;45444,88;0;"Indenizacoes - Especificas para Estados/DF/Municipios";"S";6;0;33203;NA;2019
"00000192801110000000";"0201";33203;45444,88;0;"Indenizacoes - Especificas para Estados/DF/Municipios - Principal";"S";6;0;33203;NA;2019
"00000192801110100000";"0201";33203;45444,88;1;"Participacao dos Servidores no Auxilio-Alimentacao - Principal";"A";7;0;33203;NA;2019
"00000192802000000000";"0201";22004,2;76598,34;0;"Restituicoes - Especificas para Estados/DF/Municipios";"S";5;0;22004,2;NA;2019
"00000192802900000000";"0201";22004,2;76598,34;0;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente";"S";6;0;22004,2;NA;2019
"00000192802910000000";"0201";22004,2;72661,25;0;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente - Principal";"S";6;0;22004,2;NA;2019
"00000192802910200000";"0201";22004,2;70950;1;"Programa Troca-troca - Principal";"A";7;0;22004,2;NA;2019
"00000192802910800000";"0201";0;1244,14;1;"Indenizacao  por Dano ao Patrimonio Publico - Principal";"A";7;0;0;NA;2019
"00000192802910900000";"0201";0;467,11;1;"Restituicao de Valores de Anos Anteriores - Principal";"A";7;0;0;NA;2019
"00000192802920000000";"0201";0;98,04;0;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente - MJM";"S";6;0;0;NA;2019
"00000192802920200000";"0201";0;98,04;1;"Programa Troca-troca - Multas e Juros de Mora";"A";7;0;0;NA;2019
"00000192802930000000";"0201";0;2388,53;0;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente - Divida Ativa";"S";6;0;0;NA;2019
"00000192802930200000";"0201";0;1942,72;1;"Programa Troca-troca - Divida Ativa";"A";7;0;0;NA;2019
"00000192802930800000";"0201";0;445,81;1;"Indenizacao  por Dano ao Patrimonio Publico - Divida Ativa";"A";7;0;0;NA;2019
"00000192802940000000";"0201";0;1450,52;0;"Outras Restituicoes - Especificas para Estados/DF/Municipios - Nao Especificadas Anteriormente MJM da Divida Ativa";"S";6;0;0;NA;2019
"00000192802940200000";"0201";0;1341,32;1;"Programa Troca-troca - Multas e Juros de Mora da Divida Ativa";"A";7;0;0;NA;2019
"00000192802940800000";"0201";0;109,2;1;"Indenizacao  por Dano ao Patrimonio Publico - Multa e Juros da Divida Ativa";"A";7;0;0;NA;2019
"00000199000000000000";"0201";536583,03;59046,01;0;"Demais Receitas Correntes";"S";3;0;536583,03;NA;2019
"00000199099000000000";"0201";536583,03;59046,01;0;"Outras Receitas";"S";5;0;536583,03;NA;2019
"00000199099200000000";"0201";40248,84;59046,01;0;"Outras Receitas - Financeiras";"S";6;0;40248,84;NA;2019
"00000199099210000000";"0201";40248,84;59046,01;0;"Outras Receitas - Financeiras - Principal";"S";6;0;40248,84;NA;2019
"00000199099210200000";"0201";40248,84;59046,01;1;"Descontos Financeiros Obtidos - Principal";"A";7;0;40248,84;NA;2019
"00000199099990000000";"0201";496334,19;0;1;"Receita Extraordinaria para Cobertura do Deficit";"A";6;0;496334,19;NA;2019
"00000200000000000000";"0201";0;523906,88;0;"Receitas de Capital";"S";1;0;548491,88;NA;2019
"00000240000000000000";"0201";0;523906,88;0;"Transferencias de Capital";"S";2;0;548491,88;NA;2019
"00000241000000000000";"0201";0;523906,88;0;"Transferencias da Uniao e de suas Entidades";"S";3;0;548491,88;NA;2019
"00000241800000000000";"0201";0;523906,88;0;"Transferencias da Uniao - Especificas de Estados, DF e Municipios";"S";4;0;548491,88;NA;2019
"00000241810000000000";"0201";0;523906,88;0;"Transferencia de Convenios da Uniao e de suas Entidades";"S";5;0;548491,88;NA;2019
"00000241810700000000";"0201";0;172095;0;"Transferencias de Convenios da Uniao destinadas a Programas de Infraestrutura em Transporte";"S";6;0;245850;NA;2019
"00000241810710000000";"0201";0;172095;0;"Transferencias de Convenios da Uniao destinadas a Programas de Infraestrutura em Transporte - Principal";"S";6;0;245850;NA;2019
"00000241810710100000";"0201";0;122925;1200;"PAVIMENTACAO CONVENIO 829118/2016/SICONV PROP6878/2016/SICONV RV1200";"A";7;0;0;NA;2019
"00000241810710200000";"0201";0;0;1203;"PAV. URB. SICONV CONVENIO 847175/17 RV1203 CONTRATO 1042465-17/2017";"A";7;0;245850;NA;2019
"00000241810710300000";"0201";0;49170;1203;"PAV. URB. SICONV CONVENIO 847175/17 RV1203";"A";7;0;0;NA;2019
"00000241810900000000";"0201";0;351811,88;0;"Outras Transferencias de Convenios da Uniao";"S";6;0;302641,88;NA;2019
"00000241810910000000";"0201";0;351811,88;0;"Outras Transferencias de Convenios da Uniao - Principal";"S";6;0;302641,88;NA;2019
"00000241810910100000";"0201";0;185225,05;1206;"CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";"A";7;0;185225,05;NA;2019
"00000241810910200000";"0201";0;117416,83;1207;"CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";"A";7;0;117416,83;NA;2019
"00000241810910300000";"0201";0;49170;1022;"CONVENIO 809272/2014 RV1022 REFORMA AMPLIACAO QUADRA PRACA";"A";7;0;0;NA;2019
"00000700000000000000";"0201";2583653,35;2578680,58;0;"Receitas Correntes Intraorcamentarias";"S";1;0;2583653,35;NA;2019
"00000720000000000000";"0201";2583653,35;2578680,58;0;"Contribuicoes";"S";2;0;2583653,35;NA;2019
"00000721000000000000";"0201";2583653,35;2578680,58;0;"Contribuicoes Sociais";"S";3;0;2583653,35;NA;2019
"00000721800000000000";"0201";2583653,35;2578680,58;0;"Contribuicoes Sociais Especificas de Estados, DF e Municipios";"S";4;0;2583653,35;NA;2019
"00000721803000000000";"1201";2447524;2444418,7;0;"CPSSS Patronal - Servidor Civil - Especifico de EST/DF/MUN";"S";5;0;2447524;NA;2019
"00000721803100000000";"1201";2447524;2440881,17;0;"CPSSS Patronal - Servidor Civil Ativo";"S";6;0;2447524;NA;2019
"00000721803110000000";"1201";2447524;2440881,17;0;"CPSSS Patronal - Servidor Civil Ativo - Principal";"S";6;0;2447524;NA;2019
"00000721803110100000";"1201";1067670;1062778,21;50;"CPSSS PATRONAL - SERVIDOR CIVIL ATIVO - NORMAL - PRINCIPAL";"A";7;0;1067670;NA;2019
"00000721803110200000";"1201";1379854;1378102,96;50;"CPSSS PATRONAL - AMORTIZACAO DO PASSIVO ATUARIAL - PRINCIPAL";"A";7;0;1379854;NA;2019
"00000721803300000000";"0201";0;3537,53;0;"CPSSS Patronal - Servidor Civil - Pensionistas Intraorcamentaria";"S";6;0;0;NA;2019
"00000721803310000000";"1201";0;3537,53;50;"CPSSS do Servidor Civil - Pensionistas Intraorcamentaria - Principal";"A";6;0;0;NA;2019
"00000721804000000000";"1201";136129,35;134261,88;0;"CPSSS Patronal - Parcelamentos - Especifico de EST/DF/MUN";"S";5;0;136129,35;NA;2019
"00000721804100000000";"1201";136129,35;134261,88;0;"CPSSS Patronal - Parcelamentos - Servidor Civil Ativo";"S";6;0;136129,35;NA;2019
"00000721804110000000";"1201";136129,35;134261,88;50;"CPSSS Patronal - Parcelamentos - Servidor Civil Ativo - Principal";"A";6;0;136129,35;NA;2019
"00000900000000000000";"0201";-3650517,72;-3944894,58;0;"(R) Deducoes da Receita";"S";1;0;-3650517,72;NA;2019
"00000910000000000000";"0201";-3650517,72;-3944894,58;0;"(R) Deducao das Receitas Correntes";"S";2;0;-3650517,72;NA;2019
"00000911000000000000";"0201";-65000;-99671,44;0;"(R) Deducoes da Receita de Impostos, Taxas e Contribuicoes de Melhoria";"S";3;0;-65000;NA;2019
"00000911100000000000";"0201";-65000;-99671,44;0;"(R) Deducoes da Receita de Impostos";"S";4;0;-65000;NA;2019
"00000911180000000000";"0201";-65000;-99671,44;0;"(R) Deducoes da Receita de Impostos Especificos de Estados/DF Municipios";"S";5;0;-65000;NA;2019
"00000911180100000000";"0201";-65000;-99671,44;0;"(R) Deducao das Receitas de Impostos sobre o Patrimonio para Estados/DF Municipios";"S";6;0;-65000;NA;2019
"00000911180110000000";"0201";-65000;-75473,44;0;"(R) Deducao da REceita de Imposto sobre a Propriedade Predial e Territorial Urbana";"S";6;0;-65000;NA;2019
"00000911180111000000";"0201";-65000;-75473,44;0;"(R) Imposto sobre a Propriedade Predial e Territorial Urbana";"S";7;0;-65000;NA;2019
"00000911180111010000";"0201";-39000;-45282,51;1;"(R) IPTU - PROPRIO";"A";8;103;-39000;NA;2019
"00000911180111020000";"0201";-16250;-18869,54;20;"(R) IPTU - MDE";"A";8;103;-16250;NA;2019
"00000911180111030000";"0201";-9750;-11321,39;40;"(R) IPTU - ASPS";"A";8;103;-9750;NA;2019
"00000911180140000000";"0201";0;-24198;0;"(R)Imposto sobre Transmissao “Inter Vivos” de Bens Imoveis e de Direitos Reais sobre Imoveis";"S";6;0;0;NA;2019
"00000911180141000000";"0201";0;-24198;0;"(R)Imposto sobre Transmissao “Inter Vivos” de Bens Imoveis e de Direitos Reais sobre Imoveis - Prin";"S";7;0;0;NA;2019
"00000911180141010000";"0201";0;-3862,8;1;"(R)ITBI - Principal - PROPRIO";"A";8;108;0;NA;2019
"00000911180141010000";"0201";0;-10656;1;"(R)ITBI - Principal - PROPRIO";"A";8;109;0;NA;2019
"00000911180141020000";"0201";0;-1609,5;20;"(R)ITBI - Principal - MDE";"A";8;108;0;NA;2019
"00000911180141020000";"0201";0;-4440;20;"(R)ITBI - Principal - MDE";"A";8;109;0;NA;2019
"00000911180141030000";"0201";0;-965,7;40;"(R)ITBI - Principal - ASPS";"A";8;108;0;NA;2019
"00000911180141030000";"0201";0;-2664;40;"(R)ITBI - Principal - ASPS";"A";8;109;0;NA;2019
"00000913000000000000";"0201";0;-276716,12;0;"(R)Receita Patrimonial";"S";3;0;0;NA;2019
"00000913200000000000";"0201";0;-276716,12;0;"(R)Valores Mobiliarios";"S";4;0;0;NA;2019
"00000913210000000000";"0201";0;-276716,12;0;"(R)Juros e Correcoes Monetarias";"S";5;0;0;NA;2019
"00000913210040000000";"0201";0;-276716,12;0;"(R)Remuneracao dos Recursos do Regime Proprio de Previdencia Social - RPPS";"S";6;0;0;NA;2019
"00000913210041000000";"1201";0;-276716,12;0;"(R)Remuneracao dos Recursos do Regime Proprio de Previdencia Social - RPPS - Principal";"S";7;0;0;NA;2019
"00000913210041010000";"1201";0;-78215,99;50;"(R)FPSM BB PREVID RF IMA-B TIT PUBL FI";"A";8;109;0;NA;2019
"00000913210041020000";"1201";0;-72775,5;50;"(R)FPSM BB RF IMAB 5+";"A";8;109;0;NA;2019
"00000913210041030000";"1201";0;-7088,81;50;"(R)FPSM CEF NOVO BRASIL RF LP";"A";8;109;0;NA;2019
"00000913210041060000";"1201";0;-24822;50;"(R)FPSM CEF CAIXA BRASIL 2024 III TP RF";"A";8;109;0;NA;2019
"00000913210041100000";"1201";0;-27523,8;50;"(R)FPSM SICREDI  FI INSTITUCIONAL RF IRF-M LP";"A";7;109;0;NA;2019
"00000913210041110000";"1201";0;-26118,56;50;"(R)FPSM SICREDI FIC INSTITUCIONAL RF IMA-B";"A";8;109;0;NA;2019
"00000913210041120000";"1201";0;-40171,46;50;"(R)FPSM BB PREV RF ALOCACAO ATIVA";"A";8;109;0;NA;2019
"00000917000000000000";"0201";-3585517,72;-3568507,02;0;"(R) Deducoes da Receias de Transferencias Correntes";"S";3;0;-3585517,72;NA;2019
"00000917100000000000";"0201";-1791904,21;-1626070,26;0;"(R) Deducoes das Receitas de Transferencias da Uniao e de suas Entidades";"S";4;0;-1791904,21;NA;2019
"00000917180000000000";"0201";-1791904,21;-1626070,26;0;"(R) Deducoes das Receias de Transferencias da Uniao - Especifica E/M";"S";5;0;-1791904,21;NA;2019
"00000917180100000000";"0201";-1781915,09;-1626070,26;0;"(R) Deducoes das receitas de Participacao na Receita da Uniao";"S";6;0;-1781915,09;NA;2019
"00000917180120000000";"0201";-1769132,8;-1607426,26;0;"(R) Deducao da Cota-Parte do FPM - Mensal";"S";6;0;-1769132,8;NA;2019
"00000917180121000000";"0201";-1769132,8;-1607426,26;0;"(R) Deducoes da Receita do Fundo de Participacao dos Municipios - FPM";"S";7;0;-1769132,8;NA;2019
"00000917180121040000";"0201";-1769132,8;-1607426,26;31;"(R) Deducao da Receita para Formacao do FUNDEB - FPM";"A";8;105;-1769132,8;NA;2019
"00000917180150000000";"0201";-12782,29;-18644;0;"(R) Deducao da Cota-Parte do ITR";"S";6;0;-12782,29;NA;2019
"00000917180151000000";"0201";-12782,29;-18644;0;"(R) Deducao da Receita do Imposto sobre a Propriedade Territorial Rural - ITR";"S";7;0;-12782,29;NA;2019
"00000917180151040000";"0201";-12782,29;-18644;31;"(R) Deducao da Receita paraFormacao do FUNDEB - ITR";"A";8;105;-12782,29;NA;2019
"00000917180600000000";"0201";-9989,12;0;0;"(R) Deducao do ICMS Desoneracao";"S";6;0;-9989,12;NA;2019
"00000917180610000000";"0201";-9989,12;0;0;"(R) Deducao da Trasnferencia Financeira do ICMS - Desoneracao";"S";6;0;-9989,12;NA;2019
"00000917180611000000";"0201";-9989,12;0;0;"(R) Deducao da Receita do ICMS Desoneracao - LC 87/96";"S";7;0;-9989,12;NA;2019
"00000917180611040000";"0201";-9989,12;0;31;"(R) Deducao da Receita para Formacao do FUNDEB - ICMS Desoneracao";"A";8;105;-9989,12;NA;2019
"00000917200000000000";"0201";-1793613,51;-1942436,76;0;"(R) Deducao das Trasnferencias dos Estados e do DF e de suas Entidades";"S";4;0;-1793613,51;NA;2019
"00000917280000000000";"0201";-1793613,51;-1942436,76;0;"(R) Deducao da Receita de Transferencia do Estado";"S";5;0;-1793613,51;NA;2019
"00000917280100000000";"0201";-1793613,51;-1942436,76;0;"(R) Deducao da Receita de Participacao na Receita do Estado";"S";6;0;-1793613,51;NA;2019
"00000917280110000000";"0201";-1647474,63;-1789807,63;0;"(R) Deducao da Cota-Parte do ICMS";"S";6;0;-1647474,63;NA;2019
"00000917280111000000";"0201";-1647474,63;-1789807,63;0;"(R) Deducao da Receita de ICMS";"S";7;0;-1647474,63;NA;2019
"00000917280111040000";"0201";-1647474,63;-1789807,63;31;"(R) Deducao da Receita para Formacao do FUNDEB - ICMS";"A";8;105;-1647474,63;NA;2019
"00000917280120000000";"0201";-120823,88;-126114,13;0;"(R) Deducao da Cota-Parte do IPVA";"S";6;0;-120823,88;NA;2019
"00000917280121000000";"0201";-120823,88;-126114,13;0;"(R) Deducao da Receita da Cota-Parte do IPVA";"S";7;0;-120823,88;NA;2019
"00000917280121040000";"0201";-120823,88;-126114,13;31;"(R) Deducao da Receita para Formacao do FUNDEB - IPVA";"A";8;105;-120823,88;NA;2019
"00000917280130000000";"0201";-25315;-26515;0;"(R) Deducao da Cota-Parte do IPI-Municipios";"S";6;0;-25315;NA;2019
"00000917280131000000";"0201";-25315;-26515;0;"(R) Deducao da Receita do IPI/Exportacao";"S";7;0;-25315;NA;2019
"00000917280131040000";"0201";-25315;-26515;31;"(R) Deducao da Receita para Formacao do FUNDEB - IPI/Exportacao";"A";8;105;-25315;NA;2019
"00000100000000000000";"0201";31976083,11;15699638,76;0;"Receitas Correntes";"S";1;0;32676581,23;0;2020
"00000110000000000000";"0201";3035965,05;1394844,25;0;"IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA";"S";2;0;3035965,05;0;2020
"00000111000000000000";"0201";2971775,79;1374560,22;0;"IMPOSTOS";"S";3;0;2971775,79;0;2020
"00000111300000000000";"0201";697176,77;341326,6;0;"IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA";"S";4;0;697176,77;0;2020
"00000111303000000000";"0201";697176,77;341326,6;0;"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE";"S";5;0;697176,77;0;2020
"00000111303100000000";"0201";697176,77;341326,6;0;"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO";"S";6;0;697176,77;0;2020
"00000111303110000000";"0201";697176,77;341326,6;0;"IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL";"S";6;0;697176,77;0;2020
"00000111303110100000";"0201";593589,45;266847,32;0;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER EXECUTIVO/INDIRETAS";"S";7;0;593589,45;0;2020
"00000111303110101000";"0201";356153,67;160108,39;1;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER EXECUTIVO/INDIRETAS - PROPRIO";"A";8;0;356153,67;0;2020
"00000111303110102000";"0201";148397,36;66711,83;20;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER EXECUTIVO/INDIRETAS - MDE";"A";8;0;148397,36;0;2020
"00000111303110103000";"0201";89038,42;40027,1;40;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER EXECUTIVO/INDIRETAS- ASPS";"A";8;0;89038,42;0;2020
"00000111303110200000";"0201";43556,33;24526,6;0;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO";"S";7;0;43556,33;0;2020
"00000111303110201000";"0201";26133,8;14715,96;1;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - PROPRIO";"A";8;0;26133,8;0;2020
"00000111303110202000";"0201";10889,08;6131,65;20;"IRRF SOBRE RENDIMENTOS DO  TRABALHO - PRINCIPAL  - ATIVOS/INATIVOS DO PODER LEGISLATIVO - MDE";"A";8;0;10889,08;0;2020
