"conta_contabil";"uniorcam";"saldo_anterior_debito";"saldo_anterior_credito";"movimento_debito";"movimento_credito";"saldo_atual_debito";"saldo_atual_credito";"especificacao";"tipo_nivel";"nivel";"obsoleto1";"escrituracao";"natureza_informacao";"indicador_superavit";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000111111912350000";"0504";0;0;0;0;0;0;"BANRISUL PASSE LIVRE FE PREF MOV 1009 1064/04.080856.0-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912360000";"1004";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL REDE AGUA CONV2468/13 FE PREF MOV 1012 1064/04.013153.0-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912370000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL ADEQ MODERN UBS FMS MOV 4011 1064/04.080915.0-4";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912380000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL COMBATE RACISMO FMS MOV 4090 1064/04.080916.0-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912390000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL PRE-NATAL REDE CEGONHA FMS MOV 4011 1064/04.080917.0-9";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912410000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL CONTRAPARTIDA AQUISICAO DE VEICULO FE FMS MOV 0040 1064/04.080846.0-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912420000";"0801";0;0;138265,55;138265,55;0;0;"BANRISUL FRALDAS FMS MOV 4050 1064/04.081637.0-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111111912430000";"1004";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL CONTRAP. REDE AGUA CONV2468/13 FE PREF MOV 0001 1064/04.013153.0-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111111912440000";"0801";0;0;302,28;302,28;0;0;"BANRISUL TUBERCULOSE PMCT FMS MOV 4011 1064/04.081636.0-2";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115000000000";"0201";1444262,54;0;25689183,34;25118324,39;2015121,49;0;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA";"S";6;"F";"N";"P";"F";0;NA;2018
"00000111115002000000";"0201";157182,22;0;963335,1;963936,96;156580,36;0;"POUPANCA";"S";7;"F";"N";"P";"F";0;NA;2018
"00000111115002030000";"0201";0;0;0;0;0;0;"[DISPONIVEL  CEF GERAL PREF POUP 0001 0521/8.139-0";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002070000";"0502";0;0;0;0;0;0;"[DISPONIVEL  BB MAN EDUC INF TD APOIO CRECHES POUP 1003 3732-X/10.559-7";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002080000";"0801";22350,54;0;532,09;22882,63;0;0;"BB CONSTRUCAO UBS FMS POUP 4935 3732-X/10.741-7";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002090000";"0201";0;0;512285,64;471971,71;40313,93;0;"BB FUNDEB PREF APLIC 0031 3732-X/11.552-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002100000";"0903";11075,93;0;80,22;11156,15;0;0;"CEF ALIENACAO L2345/12 FHIS POUP 1065 0521/00.300-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002120000";"0703";87737,52;0;2445,13;90182,65;0;0;"CEF poupanca PAVIM ESQ BUDEL CR101314607/2013 PREF 1039 0521/006/00647184-8";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002130000";"0702";9964,76;0;39,8;10004,56;0;0;"CEF POUP REVIT. PRACA JOAO SAFFI PREV POUP 1024 0521/00647180-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002140000";"0702";19511,26;0;77639,68;3360,21;93790,73;0;"CEF POUP Federal QUADRA JOAO SAFFI PREF MOV 1022 0521/00647.194-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002150000";"0701";0;0;425,77;425,77;0;0;"CEF CONTRAP PAVIM ESQ BUDEL CR101314607/2013 PREF POUP 0001 0521/006/00647184-8";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002160000";"0701";0;0;0;0;0;0;"CEF CONTRAP POUP REVIT. PRACA JOAO SAFFI PREV POUP 0001 0521/00647180-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002170000";"0701";0;0;0;0;0;0;"CEF POUP Contra Partida QUADRA JOAO SAFFI PREF POUP 0001 0521/00647.194-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002180000";"1001";0;0;0;0;0;0;"[DISPONIVEL  CEF TRATOR CONV809884/14 PREF POUP 1023 0521/006647203-8";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002190000";"1001";0;0;0;0;0;0;"[DISPONIVEL  CEF CONTRAP TRATOR CONV809884/14 PREF POUP 0001 0521/006647203-8";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002200000";"0501";0;0;0;0;0;0;"[DISPONIVEL  BB LEILAO EDUCACAO POUP 1011 3732-X/11.411-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002210000";"1002";5542,21;0;161,67;5703,88;0;0;"CEF POUP TRATOR AGRICOLA SICONV 034964/2016 1201 0521/00647219-4";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002220000";"1002";0;0;0;0;0;0;"CEF APLIC TRATOR AGRICOLA SICONV 034964/2016 1201 0521/00647219-4";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002230000";"1002";1000;0;0;1000;0;0;"CEF POUP CONTRAP TRATOR AGRICOLA SICONV 034964/2016 0001 0521/00647219-4";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002240000";"1002";0;0;0;0;0;0;"CEF APLIC CONTRAP TRATOR AGRICOLA SICONV 034964/2016 0001 0521/00647219-4";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115002250000";"1002";0;0;245084,41;245084,41;0;0;"CEF POUP PATRULHA AGRICOLA CONV852132/2017 1204 0521/006/00647232-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002260000";"1002";0;0;250;250;0;0;"CEF POUP CONTRAP PATRULHA AGRICOLA CONV852132/2017 1204 0521/006/00647232-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002270000";"0602";0;0;124140,69;101664,99;22475,7;0;"CEF POUP PAV CONV829118/2016 1200 0521/006/00647216-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115002280000";"0602";0;0;250;250;0;0;"CEF POUP CONTRAP PAV CONV829118/2016 0001 0521/006/00647216-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003000000";"0201";1287080,32;0;24725848,24;24154387,43;1858541,13;0;"FUNDOS DE INVESTIMENTO";"S";7;"F";"N";"P";"F";0;NA;2018
"00000111115003010000";"0201";392546,81;0;9109907,77;9003139,04;499315,54;0;"BB GERAL PREF APLIC 0001 3732-X/7.132-3";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003020000";"0201";0;0;29128,43;0;29128,43;0;"BB ORGANIZACAO FARMACIA INVESTIMENTO FMS APLIC 4505 3732-X/11.482-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003030000";"0201";0;0;211155,35;211155,35;0;0;"BB QSE PREF APLIC 1014 3732-X/7.684-8";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003040000";"0201";21188,63;0;991,88;13119,45;9061,06;0;"BB ACOES ESTRUT. VISA FMS APLIC 4760 3732-X/9.954-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003050000";"0801";0;0;131464,19;131464,19;0;0;"BANRISUL PSF FMS APLIC 4090 1064/04.028722.4-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003060000";"0201";8324,95;0;10499659,8;9569539,28;938445,47;0;"BANRISUL GERAL PREF APLIC 0001 944/04.013153.0-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003070000";"0201";72172,65;0;2746112,84;2818285,49;0;0;"BB FUNDEB PREF APLIC 0031 3732-X/8.837-4";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003080000";"0201";0;0;263625,89;263625,89;0;0;"BANRISUL TRANSP. ESCOLAR PREF APLIC 1017 944/04.019706.0-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003090000";"0201";0;0;38948,64;38948,64;0;0;"BB PNATE-TE PREF APLIC 1016 3732-X/7.767-4";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003100000";"0201";106208,38;0;11917,55;118125,93;0;0;"BB PAB FIXO FMS APLIC 4510 3732-X/9.952-X";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003110000";"0801";0;0;47585,6;47585,6;0;0;"BB AFM EDUCACAO MOV 1072 3732-X/11.535-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003120000";"0201";0;0;123205,76;123205,76;0;0;"CEF APLIC PAV CONV829118/2016 1200 0521/006/00647216-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003130000";"0201";0;0;250;250;0;0;"CEF APLIC CONTRAP PAV CONV829118/2016 0001 0521/006/00647216-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003140000";"0901";0;0;24017,12;0;24017,12;0;"BB ORGANIZACAO FARMACIA BLOCO CUSTEIO FMS APLIC 4503 3732X/11.473-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003150000";"0901";0;0;0;0;0;0;"[DISPONIVEL";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003160000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB PRO-ADOLESCENTE PVVPS PREV. VIOL. ACID. FMS APLIC 4710 3732-X/9.954-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003190000";"0801";0;0;104326,36;104326,36;0;0;"BANRISUL INCENTIVO ATENCAO BASICA FMS APLIC 4011 1064/04.028722.9-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003200000";"0801";22491,11;0;2559,38;23715,66;1334,83;0;"BANRISUL PROTESE DENTARIA FMS APLIC 4111 1064/04.080249.0-4";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003210000";"1004";0;0;0;0;0;0;"BANRISUL GERAL FMDMA APLIC 0001 1064/04.028554.0-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003290000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB INCENTIVO QUALIFICACAO DENGUE FMS APLIC 4710 3732-X/9.954-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003300000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB REPASSE ESTRUTURACAO TECNOLOGICA VISA FMS APLIC 4710 3732-X/9.954-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003310000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB ATIV. FISICA PREV. DOENCAS E AGRAVOS FMS APLIC 4710 3732-X/9.954-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003320000";"0801";0;0;0;0;0;0;"BB ASSIST. FARM. BASICA FMS APLIC 4503 3732-X/9.951-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003340000";"0801";0;0;18923,94;18923,94;0;0;"BANRISUL FARMACIA BASICA FMS APLIC 4050 1064/04.028722.1-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003350000";"0801";0;0;18867,52;18867,52;0;0;"BANRISUL PIM FMS APLIC 4160 1064/04.028722.3-7";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003360000";"0801";43935,28;0;2567,03;0;46502,31;0;"BANRISUL CONSTRUCAO UBS FMS APLIC 4294 1064/04.080276.0-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003370000";"0901";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL OASF FEAS FMAS APLIC 1103 1064/04.080233.0-4";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003410000";"0501";0;0;0;0;0;0;"BB PDDE PREF APLIC 1036 3732-X/5.605-7";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003420000";"0503";0;0;0;0;0;0;"BB PNAE MAIS EDUCACAO FUNDAMENTAL PREF APLIC 1070 3732-X/9.622-9";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003430000";"0503";2805,97;0;763,29;3569,26;0;0;"BB AEE Poupanca PNAE ALIM. EDUC. ESPECIAL PREF  1071 3732-X/9.622-9";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003440000";"0503";0;0;0;0;0;0;"BB PNAE FUNDAMENTAL PREF APLIC 1001 3732-X/9.622-9";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003450000";"0502";0;0;0;0;0;0;"[DISPONIVEL  BB PNAP PRE ESCOLA PREF APLIC 1033 3732-X/9.622-9";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003460000";"0503";2167,58;0;1400,87;3568,45;0;0;"BB PNAE JOVENS E ADULTOS PREF APLIC 1059 3732-X/9.622-9";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003470000";"1001";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL CONV3844/12 PROG EST DE IRRIG SDR PREF CONTRAP APLIC 1011 1064/04.080331.0-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003490000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB PROG SAUDE NA ESCOLA PSE FMS APLIC 4520 3732-X/9.952-X";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003500000";"1004";20225,74;0;7096,23;10175;17146,97;0;"BANRISUL GERAL FMDMA APLIC 1005 1064/04.028554.0-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003510000";"0901";0;0;0;0;0;0;"[DISPONIVEL  BB PBV-SCFV FMAS APLIC 1021 3732-X/10.726-3";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003520000";"0201";20795,9;0;471,46;285;20982,36;0;"BB PQAVS FMS APLIC 4710 3732-X/9.954-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003530000";"0801";2513,26;0;64,52;2577,78;0;0;"BB UBS - INFORMATIZ. TELESSAUDE FMS APLIC 4510 3732-X/9.952-X";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003550000";"0201";0;0;0;0;0;0;"[DISPONIVEL  CEF GERAL PREF APLIC 0001 0521/00.281-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003560000";"0901";0;0;0;0;0;0;"[DISPONIVEL  CEF MINHA CASA MINHA VIDA FHIS APLIC 0001 0521/06.249-8";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003570000";"0902";0;0;7826;7826;0;0;"BANRISUL OASF FEAS FMAS APLIC 1103 1064/04.080682.0-0";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003590000";"0504";0;0;0;0;0;0;"BANRISUL PASSE LIVRE FE PREF APLIC 1009 1064/04.080856.0-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003600000";"0201";17554,68;0;552,38;18107,06;0;0;"BB APERFEIC. SUS FMS APLIC 4710 3732-X/9.546-X";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003610000";"1004";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL REDE AGUA CONV2468/13 FE PREF APLIC 1012 1064/04.013153.0-6";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003620000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL ADEQ MODERN UBS FMS APLIC 4011 1064/04.080915.0-4";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003630000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL COMBATE RACISMO FMS APLIC 4090 1064/04.080916.0-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003640000";"0201";0;0;0;0;0;0;"[DISPONIVEL  BANRISUL PRE-NATAL REDE CEGONHA FMS APLIC 4011 1064/04.080917.0-9";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003660000";"0201";24211,32;0;6979,2;19104,16;12086,36;0;"BB IPVS FMS APLIC 4710 3732-X/9.954-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003670000";"0502";0;0;0;0;0;0;"[DISPONIVEL  BB BRASIL CARINHOSO APLIC 1013 3732-X/10.951-7";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003680000";"0801";0;0;70341,49;69884,15;457,34;0;"BANRISUL FRALDAS FMS APLIC 4050 1064/04.081637.0-6";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003710000";"0502";0;0;0;0;0;0;"[DISPONIVEL  BB PNAC CRECHE PREF APLIC 1031 3732-X/9.622-9";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003720000";"0201";38324,45;0;41023,47;79347,92;0;0;"BB MAC FMS APLIC 4590 3732-X/9953-8";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003730000";"0201";0;0;0;0;0;0;"[DISPONIVEL  CEF ROLO COMPACTADOR CONTRAPARTIDA CR1020223-20 APLIC 1120 0521/00647202-0";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003740000";"0703";0;0;0;0;0;0;"CEF Aplic. PAVIM ESQ BUDEL CR101314607/2013 PREF 1039 0521/006/00647184-8";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003750000";"0201";31394,16;0;1518,72;0;32912,88;0;"BB EQUIP MAT PERM FMS APLIC 4931 3732-X/10.925-8";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003760000";"0702";0;0;0;0;0;0;"[DISPONIVEL  CEF APLIC. REVIT. PRACA JOAO SAFFI PREV APLIC 1024 0521/00647180-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003770000";"0702";0;0;73765,71;73765,71;0;0;"CEF APLIC Federal QUADRA JOAO SAFFI PREF MOV 1022 0521/00647.194-5";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003780000";"0702";0;0;0;0;0;0;"BB CIDE PREF APLIC 1018 3732-X/7.827-1";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003790000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB PSF FMS APLIC 4520 3732-X/9.952-X";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003800000";"0201";103528,45;0;147110;227667,13;22971,32;0;"BB PSB FMAS APLIC 3732-X/11.143-0";"S";8;"F";"N";"P";"F";0;NA;2018
"00000111115003800100";"0902";54849,23;0;46323,03;101172,26;0;0;"BB PSB PBFI FMAS APLIC 1064 3732-X/11.143-0";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003800200";"0902";48679,22;0;100786,97;126494,87;22971,32;0;"BB PSB SCFV FMAS APLIC 1021 3732-X/11.143-0";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003800300";"0902";0;0;0;0;0;0;"[DISPONIVEL  BB PSB PBVII FMAS APLIC 1020 3732-X/11.143-0";"A";9;"F";"N";"P";"F";0;NA;2018
"00000111115003810000";"0201";14632,81;0;17012,94;16789,41;14856,34;0;"BB GBF FMAS APLIC 3732-X/11.141-4";"S";8;"F";"N";"P";"F";0;NA;2018
"00000111115003810100";"0902";14632,81;0;17012,94;16789,41;14856,34;0;"BB GBF IGDBF FMAS APLIC 1038 3732-X/11.141-4";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003820000";"0201";16718,78;0;7740,75;18440,7;6018,83;0;"BB IGD-SUAS FMAS APLIC 3732-X/11.142-2";"S";8;"F";"N";"P";"F";0;NA;2018
"00000111115003820100";"0902";16718,78;0;7740,75;18440,7;6018,83;0;"BB IGD-SUAS GSUAS FMAS 1067 APLIC 3732-X/11.142-2";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003830100";"0902";0;0;0;0;0;0;"[DISPONIVEL  BB AP REDE CNEAS FMAS APLIC 1027 3732-X/11.140-6";"A";9;"F";"N";"P";"F";0;NA;2018
"00000111115003840000";"0202";10894,2;0;18105,35;21916,86;7082,69;0;"BB IR DOACAO FUNDICA APLIC 1050 3732-X/11.012-4";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003850000";"0701";0;0;0;0;0;0;"CEF APLIC Contra Partida QUADRA JOAO SAFFI PREF 0001 0521/00647.194-5";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003860000";"0801";0;0;152,28;152,28;0;0;"BANRISUL TUBERCULOSE PMCT FMS APLIC 4011 1064/04.081636.0-2";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003870000";"0801";36477,78;0;414,25;36892,03;0;0;"BB PMAQ FMS APLIC 4521 3732-X/9.952-X";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003880000";"0801";96874,42;0;24653,39;47185,05;74342,76;0;"BB (15) EQUIP MAT PERM FMS APLIC 4931 3732-X/11.229-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003890000";"1002";0;0;0;0;0;0;"[DISPONIVEL  CEF APLIC TRATOR CONV809884/14 PREF MOV 1023 0521/006647203-8";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003900000";"1001";0;0;0;0;0;0;"[DISPONIVEL  CEF CONTRAP TRATOR CONV809884/14 PREF APLIC 0001 0521/006647203-8";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003910000";"0801";110050,08;0;83847,56;193897,64;0;0;"BB (16) EQUIP MAT PERM FMS APLIC 4931 3732-X/11.304-2";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003920000";"0801";0;0;0;0;0;0;"[DISPONIVEL  BB  TESTE GRAVIDEZ FMS APLIC 4520 3732-X/9.952-X";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003930000";"0201";63042,09;0;2249,41;65291,5;0;0;"BB LEILAO OUTROS APLIC 1010 3732-X/11.411-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003940000";"0801";0;0;250;250;0;0;"CEF APLIC CONTRAP PATRULHA AGRICOLA CONV852132/2017 1204 0521/006/00647232-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003950000";"0801";8000,84;0;172,56;8173,4;0;0;"BB IMPLANTACAO NASF FMS APLIC 4520 3732-X/9.952-X";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003960000";"0801";0;0;0;0;0;0;"BB NASF FMS APLIC 4520 3732-X/9.952-X";"A";8;"F";"N";"P";"F";0;NA;2018
"00000111115003970000";"0801";0;0;243934,81;243934,81;0;0;"CEF APLIC PATRULHA AGRICOLA CONV852132/2017 1204 0521/006/00647232-1";"A";8;"F";"S";"P";"F";0;NA;2018
"00000111115003980000";"0201";0;0;501113,1;401644,15;99468,95;0;"BB BLOCO DE CUSTEIO SUS APLIC 4000 FMS 3732-X/11.473-1";"S";8;"F";"N";"P";"F";0;NA;2018
"00000111115003980100";"0801";0;0;92854,73;92854,73;0;0;"BB PAB FIXO APLIC 4510 FMS 3732-X/11.473-1";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003980200";"0801";0;0;147164,91;147164,91;0;0;"BB PAB VARIAVEL APLIC 4520 FMS 3732-X/11.473-1";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003980300";"0801";0;0;36905,47;36905,47;0;0;"BB ASSIST. FARMACEUTICA APLIC 4503 FMS 3732-X/11.473-1";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003980400";"0801";0;0;0;0;0;0;"BB VISA APLIC 4502 FMS 3732-X/11.473-1";"A";9;"F";"N";"P";"F";0;NA;2018
"00000111115003980500";"0801";0;0;0;0;0;0;"BB MAC APLIC 4501 FMS 3732-X/11.473-1";"A";9;"F";"N";"P";"F";0;NA;2018
"00000111115003980600";"0801";0;0;224187,99;124719,04;99468,95;0;"BB EMENDAS AB APLIC 4500 FMS 3732-X/11.473-1";"A";9;"F";"S";"P";"F";0;NA;2018
"00000111115003980700";"0801";0;0;0;0;0;0;"BB GESTAO APLIC 4504 3732-X/11.473-1";"A";9;"F";"N";"P";"F";0;NA;2018
"00000111115003990000";"0201";0;0;82073,45;79663,88;2409,57;0;"BB BLOCO DE INVESTIMENTO SUS APLIC 4000 FMS 3732-X/11.482-0";"S";8;"F";"N";"P";"F";0;NA;2018
"00000111115003990100";"0801";0;0;82073,45;79663,88;2409,57;0;"BB AMBULANCIA PORT3673 SUS APLIC 4936 FMS 3732-X/11.482-0";"A";9;"F";"S";"P";"F";0;NA;2018
"00000112000000000000";"0201";354214,64;0;6173973,1;6102142,5;426045,24;0;"CREDITOS A CURTO PRAZO";"S";3;"F";"N";"P";"P";0;NA;2018
"00000112100000000000";"0201";129647;0;580523,55;575908,67;134261,88;0;"CREDITOS TRIBUTARIOS A RECEBER";"S";4;"F";"N";"P";"P";0;NA;2018
"00000112110000000000";"0201";0;0;446261,67;446261,67;0;0;"CREDITOS TRIBUTARIOS A RECEBER - CONSOLIDACAO";"S";5;"F";"N";"P";"P";0;NA;2018
"00000112110100000000";"0201";0;0;444967,34;444967,34;0;0;"IMPOSTOS";"S";6;"F";"N";"P";"P";0;NA;2018
"00000112110105000000";"0201";0;0;444967,34;444967,34;0;0;"IPTU";"A";7;"F";"S";"P";"P";0;NA;2018
"00000112110400000000";"0201";0;0;1294,33;1294,33;0;0;"DEMAIS CONTRIBUICOES";"S";6;"F";"N";"P";"P";0;NA;2018
"00000112110401000000";"0201";0;0;1294,33;1294,33;0;0;"CONTRIBUICAO PARA O CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA";"A";7;"F";"S";"P";"P";0;NA;2018
"00000112120000000000";"0201";129647;0;134261,88;129647;134261,88;0;"CREDITOS TRIBUTARIOS A RECEBER - INTRA OFSS";"S";5;"F";"N";"P";"P";0;NA;2018
"00000112127100000000";"1201";129647;0;134261,88;129647;134261,88;0;"CREDITOS PREVIDENCIARIOS PARCELADOS";"A";6;"F";"S";"P";"P";0;NA;2018
"00000112300000000000";"0201";122925;0;5494474,99;5445283,23;172116,76;0;"CREDITOS DE TRANSFERENCIAS A RECEBER";"S";4;"P";"N";"P";"P";0;NA;2018
"00000112330000000000";"0201";122925;0;5494474,99;5445283,23;172116,76;0;"CREDITOS DE TRANSFERENCIAS A RECEBER - INTER OFSS – UNIAO";"S";5;"P";"N";"P";"P";0;NA;2018
"00000112330100000000";"0201";0;0;5371549,99;5371528,23;21,76;0;"CREDITOS DECORRENTES DA PARTICIPACAO NAS RECEITAS DA UNIAO";"S";6;"P";"N";"P";"P";0;NA;2018
"00000112330102000000";"0201";0;0;5371549,99;5371528,23;21,76;0;"COTA-PARTE DO FPM";"A";7;"P";"S";"P";"P";0;NA;2018
"00000112330801000000";"0201";122925;0;0;73755;49170;0;"CONVENIO 809272/2014 RV1022 REFORMA AMPLIACAO QUADRA PRACA";"A";7;"P";"S";"P";"P";0;NA;2018
"00000112330802000000";"0201";0;0;122925;0;122925;0;"CONVENIO 829118 MIN CIDADES PAVIMENTACAO RV1200";"A";7;"P";"S";"P";"P";0;NA;2018
"00000112500000000000";"0201";95171,16;0;98950,56;76056,12;118065,6;0;"DIVIDA ATIVA TRIBUTARIA";"S";4;"P";"N";"P";"P";0;NA;2018
"00000112510000000000";"0201";95171,16;0;98950,56;76056,12;118065,6;0;"DIVIDA ATIVA TRIBUTARIA - CONSOLIDACAO";"S";5;"P";"N";"P";"P";0;NA;2018
"00000112510100000000";"0201";95171,16;0;87346,75;70685,24;111832,67;0;"DIVIDA ATIVA TRIBUTARIA DOS IMPOSTOS";"S";6;"P";"N";"P";"P";0;NA;2018
